#
# This file is generated by http://www.alpin-koordinaten.de
# Tue Aug  7 18:59:05 CEST 2007
# and is included in the gipfel tarball with the kind permission of
# www.alpin-koordinaten.de
#
ADLHTU,Adula Hütte (UTOE),Private Hütte,46.49542,9.00768,2393
ALGUHR,Aelgäuhorn,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.76098,7.96223,2047
ARMGHR,Aermighorn,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.53696,7.71239,2742
AFF,Aff,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.7793,7.88384,2036
AGSSHR,Agassizhorn,,46.54662,8.1144,3946
AGSSHR,Agassizhorn,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.54434,8.10355,3953
AGSSZJ,Agassizjoch,,46.54399,8.11724,3749
AGDSCR,Ago di Sciora,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.3004,9.61936,3205
AGRINT,Agrient,,46.36586,9.92523,3945.1
AGGLLS,Aguagliouls,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.39456,9.85727,2770
AGDGKS,Aguoglia digl Kesch,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.61934,9.86734,3386
AHRLHT,Ahornalmhütte,,47.79818,14.0278,1336
AHRLHT,Ahornalmhütte,auch Kirchdorfer Hütte der ÖAV Sekt. Kirchdorf/Krems,47.79818,14.0278,1336
AHORNKGL,Ahornkogel,,47.63953,13.81539,1686
AHRBRK,Ahrbrücke bei Ahrschleife,südlich des Langfig,50.50833,6.99786,163
ABLNHT,Aiblinger Hütte,,47.71134,11.99583,1311
AARGNT,Aig. d' Argentière,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,45.95981,7.02035,3901
AGDBRD,Aig. de Bérard,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,45.99397,6.85333,2663
AGDLFL,Aig. de la Floria,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,45.97597,6.86901,2888
AGDLGL,Aig. de la Glière,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,45.97009,6.86378,2852
AGDLOR,Aig. de Loria,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,46.03338,6.89218,2752
AGDMSR,Aig. de Mesure,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,46.003,6.89571,2812
AGDTRL,Aig. de Triolet,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,45.91674,7.02454,3870
AGBLVD,Aig. du Belvédère,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,45.98769,6.87379,2965
ACHRDN,Aig. du Chardonnet,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,45.96882,7.00144,3824
AGDGNT,Aig. du Géant,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,45.86175,6.95144,4013
AGLSDT,Aig. du Tour,,45.99439,7.01032,3540
AGDTR,Aig. du Tour,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,45.9944,7.01014,3540
NTRTETE,Aig. Nord de Tre la Tete,,45.79823,6.81148,3891
AGPURR,Aig. Pourrie,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,45.95819,6.8581,2562
AIGVRT,Aig. Verte,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,45.93451,6.97013,4122
AGRGAR,Aigs. Rouges d'Arolla,hauptsächlich Schweizer Gipfel mit Koordinaten aus Karten,46.05558,7.43347,3646
AGLAMN,Aiguille d'Amiante,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.91649,7.28398,3563
AGAGNT,Aiguille d'Argentière,,45.95981,7.02035,3901
AGARGN,Aiguille d'Argentière,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.95178,7.01306,3900
AGBNSS,Aiguille de Bionnassay,,45.83592,6.81796,4052
AGBCHR,Aiguille de Bocheresse,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.97951,7.32251,3345
AGLDLN,Aiguille de l'A Neuve,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.95182,7.02595,3753
AGLDLN,Aiguille de l'A Neuve,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.95182,7.02595,3753
AGLDAM,Aiguille de l'Amône,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.92488,7.03905,3586
AGLDCB,Aiguille de la Cabane,,46.00657,7.06801,2999
AGLDLT,Aiguille de la Tsa,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.01552,7.51611,3668
AGLDLT,Aiguille de la Tsa,,46.02154,7.52218,3668
AGLDVR,Aiguille de la Varappe,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.97881,7.02575,3519
AGLDVR,Aiguille de la Verappe,,45.9828,7.03359,3519
AGRCHF,Aiguille de Rochefort,,45.86193,6.9597,4001
AIGTOU,Aiguille de Toule,,45.84756,6.92167,3534
AANGRN,Aiguille des Angroniettes,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.87109,7.09095,2883
AGRNCH,Aiguille des Grands Charmoz,,45.9056,6.9183,3445
AGRNMN,Aiguille des Grands Montets,,45.94815,6.96021,3297
AGLDSS,Aiguille des Sasses,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.85317,7.11681,3014
AIGCHA,Aiguille du Chardonnet,Höhe gemäss IGN Karte.,45.96883,7.00139,3824
AGCHRD,Aiguille du Chardonnet,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.96072,7.00009,3680
AGCHRD,Aiguille du Chardonnet,,45.96882,7.00144,3824
AGLCHR,Aiguille du Charmo,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.04117,6.88319,2655
AGLDCL,Aiguille du Col,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.99689,7.05143,3059
AGCRSN,Aiguille du Croissant,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.9345,7.29682,4243
AGLDJN,Aiguille du Déjeuner,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.88942,7.23253,3346
AGLDGN,Aiguille du Génépi,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.9967,6.9998,3263
AGGLCR,Aiguille du Glacier Rond,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.00593,7.06427,2999
AGLDMD,Aiguille du Midi,,45.8789,6.8878,3842
AGLDPS,Aiguille du Pissoir,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.9967,6.9998,3440
AGLDTR,Aiguille du Tour,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.98771,6.99987,3540
AGLDVL,Aiguille du Vélan,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.88942,7.23253,3634
AGLFRB,Aiguille Forbes,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.96972,7.00002,3489
AGLJVL,Aiguille Javelle,,45.98526,7.04209,3400
AWSORE,Aiguille Occidentale du Soreiller,Höhe gemäss IGN Karte,44.96646,6.23853,3280
AWSORS,Aiguille Occidentale du Soreiller,Einstieg in den Südgrat. Höhenangabe ungefähr.,44.96379,6.23838,3040
APRTSC,Aiguille Purtscheller,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.98771,6.99987,3475
APRTSC,Aiguille Purtscheller,,45.99144,7.01236,3475
AGLSNN,Aiguille Sans Nom,,45.98362,7.03888,3444
AGLVRT,Aiguille Verte,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.91649,7.28398,3489
AGLARP,Aiguilles d'Arpette,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.99689,7.05143,3167
AGLARP,Aiguilles d'Arpette,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.99689,7.05143,3167
AGLARP,Aiguilles d'Arpette,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.99689,7.05143,3059
AGLARP,Aiguilles d'Arpette,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.00593,7.06427,2999
AGLSBV,Aiguilles de Boveire,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.97043,7.25803,3640
AGLSDL,Aiguilles de la Lé,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.0874,7.59378,3190
AGLSDL,Aiguilles de la Lé,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.0874,7.59378,3180
AGLSDL,Aiguilles de la Lé,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.0964,7.5938,3179
AGLSDL,Aiguilles de la Le,,46.09549,7.60195,3179
AGLTRL,Aiguilles de Trélatête,,45.79476,6.8141,3920
AGLVLS,Aiguilles de Valsorey,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.91649,7.28398,3489
AGLVLS,Aiguilles de Valsorey,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.9075,7.28401,3443
AGLSDR,Aiguilles Dorées,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.97881,7.02575,3519
AGLSDR,Aiguilles Dorées,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.97881,7.02575,3509
AGLSDR,Aiguilles Dorées,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.97886,7.03865,3436
AGLSDR,Aiguilles Dorees,,45.9828,7.03359,3518
AGLSMT,Aiguilles du Meitin,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.95244,7.25809,3642
AGLSDT,Aiguilles du Tour,,45.9944,7.01014,3540
AGLSDV,Aiguilles du Van,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.05928,6.90885,2578
AGLRGA,Aiguilles Rouges d'Arolla,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.05153,7.42572,3646
AGLRGA,Aiguilles Rouges d'Arolla,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.05153,7.42572,3594
AGLRGA,Aiguilles Rouges d'Arolla,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.04253,7.42572,3584
AGLRGA,Aiguilles Rouges d'Arolla,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.04253,7.42572,3486
AGLRGA,Aiguilles Rouges d'Arolla,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.05153,7.42572,3646
AGLRGA,Aiguilles Rouges d'Arolla,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.05153,7.42572,3594
AGLRGA,Aiguilles Rouges d'Arolla,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.04253,7.42572,3584
AGLRGA,Aiguilles Rouges d'Arolla,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.04253,7.42572,3486
AGLRGA,Aiguilles Rouges d'Arolla,,46.05549,7.43347,3646
AGLRDL,Aiguilles Rouges du Dolent,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.93383,7.02609,3680
AGLRDL,Aiguilles Rouges du Dolent,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.92484,7.02616,3608
AGLRDL,Aiguilles Rouges du Dolent,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.93383,7.02609,3599
AGLRDL,Aiguilles Rouges du Dolent,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.94283,7.02602,3590
AGLRDL,Aiguilles Rouges du Dolent,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.92488,7.03905,3586
AGLSTR,Aiguilles Tourelle,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,45.99689,7.05143,3167
AIPLHU,Aiplhütte,Jagdhütte,47.6177,14.25376,-9999
AIPLSP,Aiplspitz,Aiplspitz Gipfelkreuz,47.67318,11.92368,1758
LGRPLA,Ajuani,,-16.18325,-68.32549,4617
ALGAL,Al Gal,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.32737,9.62045,2774
ALLGHT,Al Legn Hütte,Private Hütte,46.12222,8.66598,1804
ALMAT,Al Mat,aus: Verzeichnis der Schweizer Gipfel über 2000 m (Schweizer Alpen-Club; Bern 1979); Koordinatenangaben auf 1 km gerundet!,46.2284,10.04441,2581
ALBGHT,Albagno Hütte,Private Hütte,46.22262,8.95509,1870
ALBKL7,Albaumer Klippen,hohe Felsgruppe,51.05939,8.12965,535
ALBKL8,Albaumer Klippen,hohe Felsen; "Vorgipfel" der Felsen mit Gipfelkreuz,51.05935,8.1301,538
